ID,AADT,Length,NumLane,LWIDTH,FuncDum,Shoulder,SHType,SHWidth,SHMark,Median,MedWidth,Medmark,TERRDUM,curv,SEAL,SPEED,LowSp,MedSp,HiSp,PerHV,LOSDUM,ROUGH,RUTT,Rain,Sun,THUNDER,WIND,Fatal,Major,Minor,Crash
359,15879.25,1748,2,4,1,1,0,0,0,0,8,0,0,0.4841,1,60,0,1,0,"6,305",1,42,4.7,"26,667","2,333",20,12,0,9,3,12
360,68054,569,1,3.2,0,0,1,2.1,0,1,0,0,0,0.2359,0,20,1,0,0,0,0,0,0,30,"2,333",30,12,0,12,0,12
361,14846.5,4207,4,2.8,0,0,0,1.2,0,1,0,0,0,0.3609,1,70,0,1,0,"145,125",0,"66,571","3,871","33,333","2,333",25,9,1,20,1,22
362,8312.5,2951,2,3,1,1,0,0,1,1,5,0,1,"35,726",1,80,0,1,0,"85,125",1,"81,333","2,867",30,"2,667",20,14,0,6,4,10
363,5298,1385,2,3,1,0,1,0.6,0,1,2.5,0,0,0.7636,1,80,0,1,0,18.8,0,64.5,6.9,30,"2,667",20,14,0,1,0,1
364,5298,167,1,3.2,0,0,0,0,0,1,0,0,0,0.076,0,20,1,0,0,18.8,0,0,0,30,"2,667",20,14,0,0,0,0
365,21174.75,962,4,3.2,1,1,0,0,1,0,13,0,0,0.8566,1,60,0,1,0,"41,275",0,74,2.1,30,"2,667",20,14,0,5,2,7
366,21174.75,964,4,3,1,0,0,1.5,0,1,8.5,0,0,"27,423",1,60,0,1,0,"41,275",0,72,3.1,30,"2,667",20,14,0,6,1,7
367,118124,1493,6,3,0,0,0,1.5,0,1,8.5,0,0,0.0624,1,100,0,0,1,8.44,0,62,5.1,30,"2,333",20,13,0,8,0,8
368,16367.25,1265,1,3.2,0,0,0,0.6,0,1,0,0,0,0.4447,0,20,1,0,0,"8,285",0,0,0,30,"2,667",20,13,0,3,0,3
369,16367.25,1264,2,3.4,1,0,0,2.1,0,1,0,0,0,0.4674,1,100,0,0,1,"8,285",0,42.5,2.75,50,"2,333",25,12,0,3,0,3
370,6688.5,11526,2,3.5,1,0,0,3,0,0,13,0,0,0.6247,1,90,0,1,0,32.77,0,"60,917",5.6,50,"2,333",25,12,0,6,1,7
371,6295.75,417,1,3.4,0,0,0,0.9,0,1,0,0,0,0.9286,0,20,1,0,0,"45,225",0,0,0,"33,333","2,625",30,12,0,0,0,0
372,3550.5,1732,2,3.4,1,1,0,0,1,1,3.8,0,1,"10,828",1,70,0,1,0,8.15,0,98,3.95,"33,333","2,625",30,12,0,2,0,2
373,8764,1430,3,3,1,1,0,0,1,1,0,0,0,"22,243",1,50,1,0,0,"46,425",0,83,2.3,"33,333","2,625",30,12,0,4,0,4
374,25664.75,4229,4,3.2,0,0,1,2.1,0,1,0,0,0,0.9625,1,60,0,1,0,"11,005",0,73.8,2.28,"33,333","2,625",40,12,0,35,5,40
375,12166.25,1583,4,3.2,1,1,0,0,1,1,13,0,0,"24,168",1,60,0,1,0,10.21,0,76.5,2.4,0,"2,333",25,0,0,9,1,10
376,4517,5279,2,3,1,1,0,0,1,0,5.5,1,0,0.1434,1,100,0,0,1,"228,125",0,"72,333","4,283",0,"2,625",30,0,0,2,0,2
377,27290.75,3931,4,3,1,1,0,0,1,0,4,1,0,0.7251,1,70,0,1,0,"6,555",0,59.4,2.14,37.5,"2,625",30,0,0,20,5,25
378,5624.75,4968,2,3.2,1,0,0,1.8,0,0,6.3,0,0,0.256,1,80,0,1,0,"13,555",0,59.2,5.46,37.5,"2,625",30,0,0,4,0,4
379,24121.75,11637,4,3,0,1,0,0,1,0,3.8,0,0,"10,134",1,60,0,1,0,"41,925",0,"61,417","4,442",37.5,"2,625",30,0,0,52,18,70
380,34348.25,1611,4,3,0,1,0,0,1,0,3.8,0,0,0.2683,1,70,0,1,0,4.88,0,57,4.9,37.5,"2,625",30,0,0,9,4,13
381,7588,1800,2,3.2,1,1,0,0,1,0,5,0,1,"12,013",1,80,0,1,0,"80,225",0,48,2.65,37.5,"2,625",30,0,0,1,0,1
382,20431,10545,4,3.5,0,0,0,0.9,0,1,0,0,0,0.5877,1,80,0,1,0,12.44,0,47.5,2.44,37.5,"2,625",30,0,0,42,10,52
383,23430,5313,4,3.5,0,0,0,2.6,0,0,12,0,0,0.414,1,90,0,1,0,0,0,42.4,2.58,37.5,"2,625",30,0,0,15,1,16
384,22554.75,7010,2,3.4,1,0,0,2.8,0,1,2.4,0,1,0.3903,1,90,0,1,0,"55,725",0,"53,286",3.6,37.5,"2,625",30,0,1,7,1,9
385,39243.75,693,6,3.2,1,0,0,2.8,0,1,0,0,0,0.5888,1,80,0,1,0,"3,865",0,61,4.8,37.5,"2,625",30,0,0,4,0,4
386,17816.75,6451,2,3.2,0,1,0,0,0,0,10,0,0,0.2422,1,80,0,1,0,"104,875",1,"48,714","2,729",37.5,"2,625",30,0,1,26,1,28
387,12713.75,6393,2,3,1,0,1,2.5,0,1,0,0,0,0.3163,1,80,0,1,0,"187,225",1,84,"4,267",37.5,"2,625",30,0,2,11,0,13
388,399.75,8586,2,3,1,0,0,1.5,1,1,0,0,0,0.216,1,100,0,0,1,54.22,0,"59,889","5,078",37.5,"2,625",30,0,0,7,1,8
389,49118.5,5374,4,3.2,0,0,0,3.5,1,1,0,0,0,0.9881,1,80,0,1,0,"5,865",0,64,6.2,37.5,"2,625",30,0,0,31,5,36
390,20135.25,3034,2,3.5,0,1,0,0,0,0,13,0,0,0.3117,1,80,0,1,0,5.1,1,"55,333",4.5,37.5,"2,625",30,0,0,29,5,34
391,20488.5,2785,4,3.5,0,0,0,0.9,0,1,0,0,0,0.1485,1,60,0,1,0,"77,525",0,"83,333",5.6,"33,333","2,625",30,0,0,29,2,31
392,9859.75,770,4,3,0,1,0,0,0,0,10,0,0,0.5801,1,60,0,1,0,8.64,0,83,5.7,"33,333","2,625",30,0,0,10,2,12
393,22716,993,4,3,0,0,1,2.5,0,1,0,0,0,0.4269,1,60,0,1,0,"5,115",0,108,3.1,"33,333","2,625",30,0,0,25,6,31
394,875.25,12508,2,3,1,1,0,0,0,1,0,0,1,"31,113",1,90,0,1,0,"69,875",0,"80,385",3.8,"33,333","2,625",30,0,0,13,1,14
395,3600,1508,2,3.4,1,0,0,0.9,0,1,0,0,1,0.7656,1,60,0,1,0,8.81,1,106,3.55,"33,333","2,625",30,0,0,0,0,0
396,28002.75,3301,4,3,0,0,0,0.9,0,1,0,0,0,0.2427,1,70,0,1,0,5.42,0,68,4.75,"33,333","2,625",30,0,0,24,3,27
397,30651.75,1035,4,3.4,0,1,0,0,0,0,6,0,0,"21,474",1,60,0,1,0,"39,675",0,76,"4,633","33,333","2,625",30,0,0,5,1,6
398,32061.75,3296,4,3.2,0,1,0,0,0,0,10,0,0,0.2972,1,70,0,1,0,4.67,0,57.75,5,"33,333","2,625",30,0,0,22,5,27
399,23872.75,1876,1,3.5,0,1,0,0,0,1,0,0,0,0.782,0,20,1,0,0,"52,625",0,0,0,"33,333","2,625",40,0,0,41,6,47
400,23872.75,1883,1,3.2,0,1,0,0,0,0,2.2,0,0,0.6829,0,20,1,0,0,"52,625",0,0,0,0,"2,625",40,0,0,24,7,31
401,15692.5,1335,2,3.2,1,1,0,0,1,0,6,0,0,"13,691",0,20,1,0,0,"6,935",0,0,0,40,"2,667",30,0,0,0,1,1
402,774,8902,2,3.2,1,1,0,0,0,1,0,0,1,"31,741",1,70,0,1,0,"86,475",0,121.6,4.46,40,"2,667",25,0,1,7,1,9
403,19975,3488,5,3.5,0,1,0,0,1,1,0,0,0,"13,302",1,60,0,1,0,"36,525",0,"57,333","2,467",0,0,25,0,0,28,5,33
404,5657.5,3614,2,5,1,1,0,0,0,1,0,0,1,"82,146",1,80,0,1,0,"19,025",0,85,"4,175","33,333","2,333",20,0,0,1,1,2
405,13871,152,1,3,0,1,0,0,0,1,0,0,0,0.1995,0,20,1,0,0,"53,675",0,0,0,"33,333",0,20,0,0,3,1,4
406,6757.5,5542,2,3.2,1,0,0,1.8,0,1,0,0,0,0.2056,1,100,0,0,1,"344,425",0,53.8,3.86,50,"2,667",20,0,1,3,3,7
407,5657.5,3860,2,3,1,0,0,0.9,0,1,0,0,0,0.8045,1,100,0,0,1,"19,025",0,60.75,4.4,30,"2,667",20,0,0,1,0,1
408,18671.5,12457,5,3,1,1,0,0,1,0,5.8,1,0,0.6228,1,70,0,1,0,"53,725",0,"51,538","2,231",0,"2,625",20,0,0,44,11,55
409,17607,1574,4,3.4,0,1,0,0,1,1,0,0,0,"11,411",1,80,0,1,0,11.02,0,45,1.75,30,0,20,0,0,8,1,9
410,5345.5,5275,2,3,1,0,1,1.5,0,0,6.5,1,0,0.2121,1,100,0,0,1,"283,275",0,77.8,6.56,"33,333",3,50,0,0,5,0,5
411,1206.75,8222,2,3.4,1,0,0,0.9,0,1,0,0,0,0.303,1,100,0,0,1,"193,325",0,"59,778",4.6,0,"2,333",25,0,0,0,0,0
412,39243.75,2497,4,3.4,1,0,0,0.9,0,1,0,0,0,0.3499,1,80,0,1,0,"3,865",0,46.5,2.45,"33,333","2,333",25,0,0,6,3,9
413,30442.25,2045,4,3,1,1,0,0,0,0,8.5,0,0,0.673,1,80,0,1,0,"54,425",0,64.5,6,"33,333","2,333",25,0,0,7,0,7
414,14624,806,4,3.2,0,1,0,0,0,0,14,0,1,0.2016,1,60,0,1,0,21.13,0,92,5.85,"33,333","2,333",25,0,0,21,5,26
415,17142.75,294,1,3,0,1,0,0,0,1,0,0,0,"57,029",0,20,1,0,0,22.12,0,0,0,"33,333","2,333",25,0,0,1,0,1
416,17142.75,1334,4,3.6,0,1,0,4,1,1,0,0,1,"52,094",1,60,0,1,0,22.12,0,93,4.6,"33,333","2,625",25,0,0,7,0,7
417,4291,5460,4,2.8,1,1,0,10,0,1,0,0,0,0.125,1,100,0,0,1,10.34,0,56.6,6.1,"33,333","2,625",25,0,0,1,2,3
418,19905,3289,4,3,1,0,0,3,0,0,20,0,0,0.5483,1,90,0,1,0,"171,375",0,"72,333","5,233","33,333","2,625",25,0,0,3,1,4
419,27116,1919,4,2.8,1,1,0,0,0,0,17,0,0,0.2315,1,70,0,1,0,"176,925",0,59.5,3.55,"33,333","2,625",25,0,0,8,0,8
420,25823.5,10386,4,3.2,1,1,0,0,0,0,12.5,0,0,0.2544,1,90,0,1,0,3.96,0,54.7,4.26,30,"2,625",0,10,1,15,3,19
421,23377.5,6269,4,3,0,0,0,1.5,0,1,0,0,0,"14,511",1,60,0,1,0,3.81,0,64.5,"3,233",50,0,20,13,1,43,10,54
422,4117,329,1,3.2,0,1,0,0,0,1,0,0,0,0.2498,0,20,1,0,0,"96,825",0,0,0,0,"2,333",20,15,0,1,0,1
423,41762.75,1827,4,3.2,0,1,0,0,0,0,15,0,0,0.6137,1,100,0,0,1,8.97,0,70.5,5.35,"33,333","2,333",25,17,0,5,1,6
424,3378.75,4101,2,3,1,0,0,0,0,0,15,0,0,0.5146,1,100,0,0,1,"178,675",0,59.2,4.64,0,"2,333",25,16,0,0,0,0
425,39243.75,240,1,3,0,0,0,0.9,0,1,0,0,0,0.1645,0,20,1,0,0,"3,865",0,0,0,50,"2,333",25,13,0,2,0,2
426,4630.25,7359,2,3.6,1,1,0,0,0,0,5,0,0,0.5387,1,90,0,1,0,"15,965",0,"62,857","5,729","33,333","2,333",25,15,0,3,0,3
427,5624.75,8030,2,3.5,1,0,0,0.9,0,1,3,0,1,0.5583,1,90,0,1,0,"13,555",0,"47,444","2,744","33,333","2,333",25,13,0,1,1,2
428,4821.25,2157,3,3,1,0,0,0.9,0,1,0,0,0,0.2692,1,60,0,1,0,"143,875",0,131,6.25,50,"2,625",20,11,0,5,1,6
429,3914,2145,4,3.2,1,0,0,2.1,0,1,0,0,0,0.4219,1,100,0,0,1,5.82,0,46.5,3.55,"33,333","2,625",25,14,1,3,0,4
430,3476.5,3134,2,2.8,1,0,0,2.5,0,0,6,0,0,0.685,1,90,0,1,0,"9,645",0,73,5.05,30,2.4,20,13,1,6,0,7
431,430.75,8777,2,3.6,1,0,0,1.5,0,1,0,0,0,0.5074,1,90,0,1,0,"40,375",0,76.1,4.03,0,2.4,15,13,1,0,0,1
432,20703,424,1,2.7,0,0,1,0.9,0,1,0,0,0,0.2343,0,20,1,0,0,"105,925",0,0,0,0,2.4,0,13,0,3,2,5
433,20703,424,4,2.8,1,1,0,0,0,0,5.5,0,0,0.2589,1,60,0,1,0,"105,925",0,135,4.9,40,2.4,0,13,0,3,1,4
434,20703,689,4,2.8,1,1,0,0,0,0,5.5,0,0,0.3194,1,60,0,1,0,"105,925",0,150,5.8,40,2.4,0,13,0,6,1,7
435,7338,2286,2,2.8,1,1,0,0,1,1,0,1,0,0.4338,1,100,0,0,1,"211,225",0,104.5,3.65,0,2.4,0,13,0,1,0,1
436,14533.75,3304,2,3,1,0,0,2.1,0,0,11,0,0,0.4591,1,70,0,1,0,"8,355",1,101.75,"5,875",0,"2,625",20,20,0,23,3,26
437,2490.75,9134,2,3,1,0,0,1.8,0,1,0,0,1,"70,071",1,60,0,1,0,"45,075",0,"122,333","3,989",0,"2,625",20,20,1,15,4,20
438,7338,2270,2,3.5,1,1,0,0,1,1,0,0,0,0.6513,1,60,0,1,0,"211,225",0,108.5,4.85,0,"2,625",20,20,0,6,1,7
439,14507.5,833,4,3,0,0,1,2.1,0,1,0,0,0,0.1656,1,60,0,1,0,"18,915",0,82,5,0,"2,625",20,20,0,13,2,15
440,14253.5,7790,4,3.2,1,0,1,2,0,1,2.5,0,0,0.2006,1,100,0,0,1,"178,075",0,"54,375","5,488",0,"2,625",25,26,0,6,1,7
441,25823.5,6635,4,2.8,1,0,1,2.1,0,0,20,0,0,0.2269,1,100,0,0,1,3.96,0,"51,333","6,283",0,"2,625",25,26,0,13,0,13
442,2711.75,4733,2,3.5,1,0,0,2.5,0,1,0,0,0,0.3224,1,60,0,1,0,"254,275",0,108.75,"4,125",0,"2,625",25,19,0,6,1,7
443,5266.75,6896,2,3,1,1,0,0,1,1,0,0,0,0.3431,1,90,0,1,0,"168,775",0,"60,714","5,943",37.5,"2,625",25,18,0,4,0,4
444,15692.5,147,1,3.5,0,0,0,3,0,0,8.5,0,0,0.5224,0,20,1,0,0,"6,935",0,0,0,40,"2,625",20,15,0,1,0,1
445,12159,1795,4,3.4,0,0,0,2.1,0,1,0,0,0,"16,653",1,60,0,1,0,"3,415",0,87.5,5.1,40,"2,625",20,15,0,24,6,30
446,23678,381,4,2.8,0,1,0,0,1,0,4,1,0,0.3624,1,100,0,0,1,14.27,0,40,3.8,30,"2,625",25,11,0,1,0,1
447,29371.5,156,1,3.2,0,1,0,0,0,0,13,0,0,0.3856,0,20,1,0,0,"133,175",0,0,0,40,"2,625",20,15,0,0,0,0
448,28987.5,5954,4,3,0,0,0,0.9,0,1,0,0,0,"11,398",1,60,0,1,0,"3,705",0,"65,571","3,143",40,"2,625",20,15,0,23,5,28
449,15412,1467,4,3.2,0,1,0,0,1,0,9,0,1,0.9553,1,80,0,1,0,9.34,0,62,2.5,40,"2,625",20,15,0,5,0,5
450,28987.5,1693,4,5,0,1,0,0,1,0,3,0,0,0.7798,1,60,0,1,0,"3,705",0,80,3.45,40,"2,625",20,15,0,8,2,10
451,15692.5,1363,3,3.4,0,1,0,0,0,1,0,0,0,0.0765,1,100,0,0,1,"6,935",0,49.5,5.55,40,"2,625",20,17,0,1,0,1
452,15692.5,1333,4,3.2,0,0,0,0.9,0,1,0,0,0,0.2458,1,100,0,0,1,"6,935",0,60.5,3.9,40,"2,625",20,17,0,3,2,5
453,23678,365,1,3.2,0,1,0,0,0,0,14,0,0,0.612,0,20,1,0,0,14.27,0,0,0,40,"2,625",20,17,0,1,0,1
454,8627.5,7374,4,3,0,0,0,2.1,0,1,0,1,0,0.7057,1,60,0,1,0,3.31,0,89.2,4.4,40,"2,625",20,17,0,48,10,58
455,9544.75,114,1,3.4,0,1,0,0,1,0,5,0,0,0.7708,0,20,1,0,0,18.47,0,0,0,40,"2,625",20,17,0,0,1,1
456,9544.75,114,1,2.8,0,1,0,0,0,0,1,0,0,0.6026,0,20,1,0,0,18.47,0,0,0,40,"2,625",20,17,0,0,1,1
457,37634.5,100,1,2.8,0,1,0,0,0,0,1,0,0,0.113,0,20,1,0,0,3.38,0,0,0,40,"2,625",20,17,0,1,0,1
458,37634.5,114,1,3,0,1,0,0,0,0,1.5,0,0,0.111,0,20,1,0,0,3.38,0,0,0,40,"2,625",20,17,0,2,0,2
459,37405.25,3124,4,3,0,1,0,0,0,0,1.5,0,0,0.318,1,70,0,1,0,5.09,0,55,4.9,40,"2,625",20,17,0,43,5,48
460,8649.5,105,1,3,0,0,0,1.2,0,0,12,0,0,0.545,0,20,1,0,0,"15,915",0,0,0,40,"2,625",20,17,0,0,0,0
461,23201.5,1751,4,3,0,1,0,0,1,1,0,0,0,0.3798,1,60,0,1,0,"33,625",0,89,5.75,40,"2,625",20,16,0,20,1,21
462,9544.75,114,1,3,0,1,0,0,1,1,0,0,0,0.9514,0,20,1,0,0,18.47,0,0,0,40,"2,625",20,16,0,0,1,1
463,9544.75,83,1,3,0,1,0,0,0,0,0.5,0,0,0.4754,0,20,1,0,0,18.47,0,0,0,"33,333","2,625",30,16,0,0,0,0
464,9544.75,86,1,3.5,0,1,0,0,0,1,0,0,0,0.965,0,20,1,0,0,18.47,0,0,0,"33,333","2,625",0,9,0,0,0,0
465,9544.75,108,1,3,0,1,0,0,0,1,0,0,0,0.902,0,20,1,0,0,18.47,0,0,0,37.5,"2,625",25,11,0,2,1,3
466,9544.75,117,1,3.5,0,1,0,0,0,1,0,0,0,"10,661",0,20,1,0,0,18.47,0,0,0,40,"2,625",25,13,0,3,1,4
467,9544.75,81,1,3.5,0,1,0,0,0,1,0,0,0,"13,508",0,20,1,0,0,18.47,0,0,0,40,"2,625",25,13,0,0,0,0
468,9544.75,146,1,3.2,0,1,0,0,0,1,0,0,0,0.6532,0,20,1,0,0,18.47,0,0,0,40,"2,625",25,13,0,0,0,0
469,22878.5,144,1,3,0,1,0,0,1,0,4.5,0,0,0.3621,0,20,1,0,0,"3,045",0,0,0,"33,333","2,625",25,12,0,1,0,1
470,8301.75,3449,2,3.4,1,1,0,0,0,1,1,0,1,0.8321,1,90,0,1,0,10.39,0,56.5,"3,125",30,"2,625",25,12,0,11,1,12
471,15692.5,203,1,3,0,1,0,0,0,0,3.5,0,0,0.2779,0,20,1,0,0,"6,935",0,0,0,37.5,"2,625",25,14,0,0,0,0
472,23678,502,1,3.2,0,1,0,0,1,0,10,0,0,0.384,0,20,1,0,0,14.27,0,0,0,37.5,"2,625",25,14,0,0,0,0
473,17451.75,3443,4,3.5,0,0,1,2.5,0,1,0,1,1,0.2733,1,100,0,0,1,15.82,0,"38,333","4,167",37.5,"2,625",25,12,0,3,1,4
474,253.75,138,2,3.4,1,0,0,2.5,0,0,13,0,0,"2,989",1,60,0,1,0,"159,475",0,118,6,37.5,"2,625",25,12,0,0,0,0
475,24509.25,997,4,2.9,0,1,0,0,0,1,0,0,0,0.3136,1,60,0,1,0,"54,075",0,87,4.2,37.5,"2,625",25,12,0,15,1,16
476,34963.25,886,4,2.8,0,1,0,0,1,0,4,0,0,"14,519",1,60,0,1,0,3.84,0,59.5,3.75,37.5,"2,625",25,12,0,14,1,15
477,35942.25,313,1,3.2,0,1,0,0,0,0,0,0,0,0.5183,0,20,1,0,0,"41,725",0,0,0,37.5,"2,625",25,12,0,4,0,4
478,17430.75,376,4,3.2,0,0,0,2.5,0,1,0,0,0,0.361,1,60,0,1,0,"70,475",1,75,2,37.5,"2,625",25,12,0,3,0,3
479,3995.75,8467,2,2.7,1,0,0,4,0,1,0,0,0,0.1168,1,90,0,1,0,"8,545",0,"99,111","4,289",37.5,"2,625",25,12,0,3,3,6
480,14122,931,3,2.8,0,1,0,0,0,0,4,0,0,0.7951,1,60,0,1,0,18.61,0,81.5,3.3,37.5,"2,625",25,12,0,11,4,15
481,37634.5,4717,5,3.2,0,1,0,0,0,0,4.5,0,0,"11,904",1,60,0,1,0,3.38,0,68,2.78,37.5,"2,625",25,12,1,73,16,90
482,35942.25,790,6,3.2,0,1,0,0,0,0,4.5,0,0,0.6286,1,60,0,1,0,"41,725",0,104,2.4,37.5,"2,625",25,12,1,16,3,20
483,35942.25,1453,4,3.2,0,1,0,0,0,0,4.5,0,0,0.7334,1,70,0,1,0,"41,725",0,61.5,3.2,37.5,"2,625",25,12,0,15,5,20
484,1711.5,9695,2,2.8,1,0,0,1.8,0,1,0,0,1,"20,053",1,90,0,1,0,"7,095",0,66.8,3.64,37.5,"2,625",25,12,0,4,0,4
485,39.25,20903,2,3,1,0,1,3,0,1,0,0,0,0.1114,1,100,0,0,1,"252,175",0,"65,476",4.59,"33,333","2,625",30,10,0,1,0,1
486,817.5,13764,2,3,1,0,1,3,0,1,0,0,0,0.3202,1,90,0,1,0,"317,225",0,"74,214","3,457","33,333","2,625",30,10,0,4,1,5
487,253.75,2972,2,2.5,1,1,0,0,1,1,0,0,0,"1,347",1,90,0,1,0,"159,475",0,98.75,"3,475","33,333","2,625",30,10,0,0,0,0
488,33596.75,313,1,2.8,0,1,0,0,1,1,0,0,0,0.3575,0,20,1,0,0,3.94,0,0,0,"33,333","2,625",30,9,0,9,2,11
489,24434.75,3610,5,3.2,0,1,0,0,0,0,5,0,0,0.9216,1,70,0,1,0,"3,575",0,65.75,"3,225",37.5,"2,625",30,11,1,24,7,32
490,24434.75,3606,4,3.2,0,1,0,0,0,0,5,0,0,0.913,1,70,0,1,0,"3,575",0,70.25,"3,625",37.5,"2,625",30,11,0,20,3,23
491,8980.25,1616,4,3.2,1,1,0,0,0,1,0,0,0,"11,341",1,60,0,1,0,"144,625",0,132.5,5.6,37.5,"2,625",30,11,0,11,1,12
492,23678,993,4,3.8,0,1,0,0,0,1,3.5,0,0,0.4498,1,100,0,0,1,14.27,0,35,4,37.5,"2,625",25,14,0,0,1,1
493,1099,1935,2,3.2,1,1,0,0,0,1,0,1,0,0.1851,1,60,0,1,0,"120,725",0,"130,667","3,167",37.5,"2,625",25,14,0,0,0,0
494,15692.5,346,1,3.2,0,1,0,0,1,1,0,0,0,0.1024,0,20,1,0,0,"6,935",0,0,0,37.5,"2,625",25,14,0,0,0,0
495,15767.5,1574,2,3.5,0,1,0,0,0,1,0,1,0,0.2221,1,100,0,0,1,"14,185",0,48,4.6,37.5,"2,625",25,14,0,4,0,4
496,15692.5,1418,2,3,0,1,0,0,0,0,10,0,1,0.3839,1,100,0,0,1,"6,935",0,41.5,"1,875",37.5,"2,625",30,14,0,1,1,2
497,15692.5,1416,2,3,0,0,0,2.1,0,0,13,0,1,0.3839,1,100,0,0,1,"6,935",0,41.5,"1,875",37.5,"2,625",30,14,0,1,1,2
498,19927,1730,4,3,1,0,0,2.1,0,0,13,1,1,0.8743,1,80,0,1,0,"47,675",0,50.5,2.85,37.5,"2,625",25,16,0,2,0,2
499,10833.75,250,1,2.8,0,0,0,0.9,0,0,4,0,0,0.4356,0,20,1,0,0,4.95,0,0,0,37.5,"2,625",25,16,0,0,0,0
500,29371.5,745,4,3,1,1,0,0,0,0,3,0,0,"10,617",1,80,0,1,0,"133,175",0,52,4.3,37.5,"2,625",30,16,0,2,0,2
501,2245,3314,2,2.8,1,1,0,0,0,0,6,0,0,0.2839,1,60,0,1,0,10.21,0,"78,333",2.3,50,"2,625",25,11,0,7,1,8
502,1939,10494,2,3,1,0,0,2.5,0,1,0,0,0,0.1852,1,100,0,0,1,22.29,0,"56,545","4,982","33,333","2,625",30,7,0,1,0,1
503,476,12776,2,2.8,1,0,0,2.5,1,1,0,0,0,0.1928,1,110,0,0,1,12.34,0,"37,231","3,377","33,333","2,625",30,7,0,4,0,4
504,39293.75,190,1,3.5,0,1,0,0,1,0,2,1,0,0.11,0,20,1,0,0,4,0,0,0,"33,333","2,625",30,8,0,0,0,0
505,12917.75,1587,3,3,0,0,0,2.8,0,1,0,0,1,0.5078,1,60,0,1,0,"111,025",0,58.5,3.2,37.5,"2,625",30,10,0,6,4,10
506,5193,4909,2,3,1,1,0,0,1,1,0,0,0,0.7368,1,90,0,1,0,23.14,0,"46,333",1.8,37.5,"2,625",30,10,0,3,0,3
507,15611,1299,4,3.5,0,0,0,1.5,0,1,0,0,0,"19,318",1,60,0,1,0,"27,875",0,75.5,2.55,37.5,"2,625",30,11,0,4,3,7
508,65988.75,153,1,3.5,0,0,0,0.9,0,1,0,0,0,0.4549,0,20,1,0,0,8.53,0,0,0,25,"2,625",30,9,0,0,0,0
509,15692.5,120,1,3,0,0,0,2.1,0,1,5,0,0,0.1827,0,20,1,0,0,"6,935",0,0,0,37.5,"2,625",30,12,0,0,0,0
510,2584.5,82,1,3.5,0,1,0,0,0,1,2.5,0,0,"2,501",0,20,1,0,0,"119,175",0,0,0,40,"2,625",30,12,0,0,0,0
511,15692.5,164,1,3,0,0,0,3.5,0,1,4,1,0,0.1647,0,20,1,0,0,"6,935",0,0,0,40,"2,625",30,12,0,0,0,0
512,26717.75,1922,4,2.2,0,1,0,0,0,1,0,0,1,0.3347,1,60,0,1,0,"9,325",0,72,4.55,40,"2,625",30,13,0,17,5,22
513,1043.5,3021,2,3.2,1,1,0,0,0,1,0,1,0,"15,455",1,80,0,1,0,"225,875",0,100.25,2.65,40,"2,625",30,13,0,1,0,1
514,18662.75,4212,4,3.5,0,0,0,3.2,1,1,0,0,0,"15,545",1,60,0,1,0,3.12,0,62.8,2.66,40,"2,625",30,11,0,20,3,23
515,12179.75,80,1,3,0,0,0,2.8,0,1,3,0,0,0.1055,0,20,1,0,0,11.24,0,0,0,40,"2,625",30,11,0,0,0,0
516,35068.5,153,1,3,0,1,0,0,1,1,3.2,0,0,"1,251",0,20,1,0,0,"57,975",0,0,0,"33,333","2,625",30,8,0,0,0,0
517,14014.75,682,1,3.2,0,0,0,1.5,0,1,3,0,0,0.2195,0,20,1,0,0,"92,425",0,0,0,30,"2,333",20,13,0,2,2,4
518,25006,152,1,3,0,1,0,0,0,1,3,0,0,"18,914",0,20,1,0,0,7.87,0,0,0,30,0,20,13,0,0,0,0
519,3494.5,10688,2,3.5,1,1,0,0,0,0,2,0,1,"57,469",1,60,0,1,0,"9,645",0,"105,909","3,764",40,"2,625",30,0,1,15,2,18
520,26146,150,1,3.5,0,1,0,0,0,0,1.5,0,0,0.44,0,20,1,0,0,"6,345",0,0,0,"33,333","2,625",30,0,0,0,0,0
