ID,AADT,Length,NumLane,LWIDTH,FuncDum,Shoulder,SHType,SHWidth,SHMark,Median,MedWidth,Medmark,TERRDUM,curv,SEAL,SPEED,LowSp,MedSp,HiSp,PerHV,LOSDUM,ROUGH,RUTT,Rain,Sun,THUNDER,WIND,Fatal,Major,Minor,Crash
190,7758,720,2,3,0,1,0,0,0,1,0,1,0,0.1295,1,60,0,1,0,"22,265",0,50,1.5,40,"2,625",20,18,0,2,1,3
191,35048,5586,4,3,0,1,0,0,0,0,2.8,0,0,0.9282,1,60,0,1,0,9.66,0,"69,167","5,517",30,"2,625",25,11,0,64,8,72
192,34532.75,649,4,3,0,1,0,0,0,0,3.8,0,0,0.5421,1,70,0,1,0,5.02,0,42,1.4,40,"2,625",20,15,0,8,2,10
193,65988.75,1223,1,3,0,1,0,0,0,0,10.7,0,0,0.4399,0,20,1,0,0,8.53,0,0,0,40,"2,625",20,15,0,4,1,5
194,25062.25,1099,4,3,0,1,0,0,0,0,5,0,0,"25,744",1,60,0,1,0,4.38,0,99,3.5,40,"2,625",20,17,0,6,3,9
195,25420,4024,1,3,0,1,0,0,0,0,8,0,0,0.9017,0,20,1,0,0,8.05,0,0,0,40,"2,625",20,17,0,3,0,3
196,2745,13497,2,2.5,1,0,0,1.5,0,1,0,1,0,0.2649,1,90,0,1,0,"109,225",0,"71,923","4,046",40,"2,625",20,17,0,11,0,11
197,8649.5,645,1,2.8,0,1,0,0,0,1,0,1,0,0.1859,0,20,1,0,0,"15,915",0,0,0,40,"2,625",20,17,0,3,0,3
198,34735.75,852,4,2.9,0,1,0,0,1,0,2.5,0,1,0.7218,1,60,0,1,0,5.59,0,100,3.25,40,"2,625",20,17,0,12,3,15
199,22554.75,919,2,2.4,1,0,0,2.5,0,1,0,1,0,"14,781",1,60,0,1,0,"55,725",0,77,2.7,40,"2,625",20,17,0,2,0,2
200,18671.5,636,4,2.7,0,1,0,0,0,0,6.5,1,0,"54,414",0,20,1,0,0,"53,725",0,0,0,40,"2,625",20,16,0,1,2,3
201,29333,5239,1,3,0,1,0,0,0,0,7.5,0,0,0.5805,0,20,1,0,0,"60,475",0,0,0,40,"2,625",25,14,0,5,1,6
202,29333,5382,1,3,0,1,0,0,0,0,7.5,0,0,0.5275,0,20,1,0,0,"60,475",0,0,0,40,"2,625",25,14,0,8,1,9
203,2895,5359,2,2.5,1,0,0,1.5,0,1,0,1,1,"10,523",1,100,0,0,1,"99,775",0,65.2,5.44,40,"2,625",25,13,0,0,0,0
204,8601.75,3951,2,2.5,1,0,0,2.1,0,1,0,1,0,0.7621,1,80,0,1,0,10.84,0,66.25,3.8,40,"2,625",25,13,0,2,0,2
205,4326.5,7829,2,2.9,1,0,0,2.1,0,1,0,0,0,0.3071,1,80,0,1,0,"19,085",0,58.4,4.14,40,"2,625",25,13,1,8,1,10
206,2766,14085,2,2.5,1,0,0,2.1,0,1,0,0,0,0.2437,1,100,0,0,1,"185,775",0,"47,929","4,286",40,"2,625",25,13,1,2,2,5
207,28091,862,4,3.4,0,1,0,0,1,0,4.8,1,0,"11,721",0,20,1,0,0,0,0,0,0,37.5,"2,625",25,15,0,15,1,16
208,11450.75,345,2,3,0,1,0,0,1,0,6.3,1,1,"17,183",1,70,0,1,0,"67,475",0,76,3.8,37.5,"2,625",25,16,1,9,0,10
209,5265.75,2019,2,3.2,1,0,0,1.8,0,1,0,1,0,0.961,1,70,0,1,0,"97,425",0,61.5,4.45,"33,333","2,625",25,12,0,1,0,1
210,218,5789,2,2.8,1,0,0,1.8,0,1,0,1,0,0.1023,1,100,0,0,1,7.48,0,49.5,"5,367",37.5,"2,625",25,12,0,1,0,1
211,12973.5,3134,2,3,1,0,0,2.5,0,1,0,0,0,0.7675,1,80,0,1,0,"76,475",1,64,"4,867",37.5,"2,625",25,12,0,8,0,8
212,25640.75,1692,4,2.8,0,1,0,0,0,0,5,0,0,0.907,1,60,0,1,0,4.83,0,48,2.1,37.5,"2,625",25,12,0,16,5,21
213,134040.5,1385,8,3.6,1,1,0,0,0,0,6.4,0,0,0.2536,1,110,0,0,1,"75,125",1,40,1.3,37.5,"2,625",25,12,0,3,0,3
214,30215.5,11781,5,3.2,0,0,0,1.8,0,0,5.5,0,0,0.6321,1,70,0,1,0,12.14,0,"54,909","4,255",37.5,"2,625",25,12,3,106,20,129
215,25006.25,324,4,3.4,0,1,0,0,0,1,0,1,0,"26,458",1,60,0,1,0,"539,575",0,60,4.2,37.5,"2,625",25,12,0,0,0,0
216,30215.5,1284,4,3.2,0,1,0,0,0,0,3,0,0,0.1574,1,70,0,1,0,12.14,0,54,5.3,37.5,"2,625",25,12,0,8,1,9
217,15371.75,1328,4,2.8,0,1,0,0,0,0,4.25,0,0,0.8611,1,60,0,1,0,3.69,0,50,1.9,37.5,"2,625",25,12,1,9,1,11
218,36045.75,4152,4,3.4,0,0,1,1.2,0,0,6.5,0,0,0.8079,1,80,0,1,0,"100,775",0,49.5,"5,425",37.5,"2,625",25,12,0,41,8,49
219,24060,865,4,2.5,0,1,0,0,0,0,3.5,0,0,0.3143,0,20,1,0,0,"12,875",0,0,0,37.5,"2,625",25,12,0,9,0,9
220,17019.75,1278,3,3,1,0,0,2.5,0,1,0,1,0,0.8053,1,70,0,1,0,5.34,0,61,4.6,37.5,"2,625",25,12,0,8,1,9
221,11753.75,185,4,2.8,0,1,0,0,0,0,1.2,0,0,"36,752",1,60,0,1,0,5.58,0,47,2.5,37.5,"2,625",25,12,0,1,1,2
222,26489,2376,4,3,0,1,0,0,0,0,2,0,1,0.8615,1,70,0,1,0,"56,925",0,51,1.65,37.5,"2,625",25,12,0,7,3,10
223,33673,109,4,3.6,1,1,0,0,0,1,0,1,0,"10,517",1,80,0,1,0,3.99,0,47,2.8,37.5,"2,625",25,12,0,1,0,1
224,27850.5,1914,4,3,0,1,0,0,0,0,4.5,0,0,0.3777,1,70,0,1,0,10.53,0,69.5,9.6,37.5,"2,625",25,12,0,13,0,13
225,21926.5,1174,4,2.6,0,1,0,0,0,1,0,1,0,0.3815,1,60,0,1,0,"4,295",0,65,1.7,37.5,"2,625",25,12,1,12,3,16
226,27139.25,873,4,2.7,0,1,0,0,0,0,3.1,0,0,0.4327,1,60,0,1,0,4.02,0,79,3.8,37.5,"2,625",25,12,0,5,3,8
227,27139.25,2216,5,2.7,0,1,0,0,0,0,5,0,0,"10,508",1,60,0,1,0,4.02,0,"74,667","4,633",37.5,"2,625",25,12,0,38,8,46
228,9544.75,509,8,3.5,0,1,0,0,0,0,7.5,0,0,0.0866,1,110,0,0,1,18.47,0,43,2.3,37.5,"2,625",25,12,0,3,0,3
229,12437.25,568,8,3.4,0,1,0,0,0,0,7,0,0,0.4672,1,100,0,0,1,"125,375",0,28,1.6,37.5,"2,625",25,12,0,5,1,6
230,11753.75,186,3,2.5,0,1,0,0,0,0,1.5,0,0,"1,061",1,60,0,1,0,5.58,0,85.5,2.3,37.5,"2,625",25,12,0,0,0,0
231,22627,1723,4,2.8,0,1,0,0,0,0,5,1,0,"21,933",1,60,0,1,0,"20,625",0,73.5,2.8,"33,333","2,625",30,15,0,19,4,23
232,22627,2165,5,2.8,0,1,0,0,0,0,5,1,0,"14,689",1,60,0,1,0,"20,625",0,"61,667",2.3,"33,333","2,625",30,15,0,14,4,18
233,6833,3963,2,3,1,0,0,1.5,1,1,0,0,0,0.7805,1,80,0,1,0,"79,825",0,"84,667","4,367",37.5,"2,625",25,11,1,5,1,7
234,39549.25,5125,4,2.8,0,1,0,0,0,0,3,0,0,0.6966,1,70,0,1,0,"42,925",0,"49,167","2,383",37.5,"2,625",25,11,0,26,3,29
235,13797.5,443,1,3.8,0,1,0,0,0,1,0,1,0,"1,076",0,20,1,0,0,"43,325",0,0,0,37.5,"2,625",25,11,0,3,1,4
236,1177,17489,2,2.8,1,0,0,2.1,0,1,0,1,0,0.2122,1,100,0,0,1,"507,175",0,"80,111","4,133",37.5,"2,625",25,11,0,0,0,0
237,2158,3870,2,2.7,1,0,1,1.8,0,1,0,1,0,0.5111,1,70,0,1,0,11.59,0,103,"4,267",37.5,"2,625",25,11,0,1,2,3
238,24993.5,841,4,2.8,0,0,0,1.8,0,0,4.8,0,0,0.221,1,70,0,1,0,"4,005",0,62,3.5,37.5,"2,625",25,11,0,2,0,2
239,30670,4023,4,2.8,0,1,0,0,0,0,3.5,0,0,0.6919,1,60,0,1,0,"43,575",0,"79,857","4,329",37.5,"2,625",25,11,0,30,4,34
240,30670,2267,4,2.8,0,1,0,0,0,0,3.5,0,0,0.3209,1,60,0,1,0,"43,575",0,75.5,4.45,37.5,"2,625",25,11,0,16,1,17
241,27850.5,1971,4,3.2,0,1,0,0,0,0,4,0,0,0.378,1,80,0,1,0,10.53,0,57,5.7,37.5,"2,625",25,14,0,13,2,15
242,25663.25,3351,5,3,0,1,0,0,0,0,4,0,0,"16,914",1,60,0,1,0,"46,875",0,"70,667",3.7,37.5,"2,625",25,14,1,16,6,23
243,1552,273,1,2.7,0,0,0,2.1,0,1,0,0,0,0.48,0,20,1,0,0,41.8,0,0,0,37.5,"2,625",25,14,0,4,1,5
244,8394,6965,2,2.4,1,0,0,3,0,1,0,1,0,0.3286,1,80,0,1,0,"17,175",0,"51,429","1,886",37.5,"2,625",25,14,0,5,1,6
245,4382.5,6769,2,2.7,1,0,0,2.5,0,1,0,1,0,0.108,1,100,0,0,1,20.14,0,"53,571","4,243",37.5,"2,625",25,14,1,2,0,3
246,24271,2997,4,2.5,0,1,0,0,0,0,4.2,0,0,"11,354",0,20,1,0,0,0,0,0,0,37.5,"2,625",25,14,0,10,2,12
247,26429.25,3839,6,3.2,0,1,0,0,0,0,3.8,0,0,0.8457,1,60,0,1,0,2.59,0,70.6,4.48,37.5,"2,625",25,14,0,33,6,39
248,25640.75,459,4,2.6,0,1,0,0,1,0,2.5,0,0,0.1574,1,60,0,1,0,4.83,0,91,5.5,37.5,"2,625",25,14,0,13,3,16
249,46552.75,2865,4,3,0,1,0,0,0,0,6,0,0,0.9418,1,60,0,1,0,3.68,0,"67,667","3,167",37.5,"2,625",25,14,0,28,5,33
250,36290.5,6227,4,3,0,1,0,0,0,0,6,0,0,"10,174",1,60,0,1,0,"33,175",0,"71,714","3,329",37.5,"2,625",25,14,0,52,12,64
251,35395.75,2912,4,3,0,1,0,0,0,0,6,0,0,0.9552,1,60,0,1,0,3.66,0,"69,667","3,133",37.5,"2,625",25,14,0,29,4,33
252,27456,2687,4,3,0,1,0,0,0,0,4.5,0,1,"14,493",1,70,0,1,0,5.88,0,"53,333","3,467",37.5,"2,625",25,14,0,9,1,10
253,22986.25,641,1,3,0,1,0,0,0,1,0,1,0,"13,179",0,20,1,0,0,"30,625",0,0,0,37.5,"2,625",25,14,0,21,1,22
254,30268.75,1533,4,2.4,0,0,0,2.1,0,1,0,1,0,0.4648,1,80,0,1,0,"6,795",0,45,1.3,37.5,"2,625",25,14,0,9,2,11
255,6932.25,1076,2,3,0,1,0,0,0,1,0,1,0,"19,032",1,60,0,1,0,"27,575",0,79,2.1,37.5,"2,625",25,14,0,8,1,9
256,4199.25,2688,2,2.6,0,0,0,1.8,0,1,0,1,0,0.5451,1,60,0,1,0,"3,145",0,"92,667","3,467",37.5,"2,625",25,14,0,5,0,5
257,1142,8631,2,2.3,1,1,0,0,0,1,0,1,0,0.3482,1,100,0,0,1,28.53,0,"61,444",4.2,37.5,"2,625",30,14,0,0,0,0
258,28092.25,918,3,2.8,1,1,0,0,0,0,3.3,0,0,"11,395",0,20,1,0,0,3.7,0,0,0,37.5,"2,625",30,14,0,12,3,15
259,28092.25,918,4,3,1,1,0,0,0,0,3.3,0,0,"10,412",0,20,1,0,0,3.7,0,0,0,37.5,"2,625",30,14,0,3,2,5
260,2754,1948,4,3,1,1,0,0,0,0,7,1,0,0.9888,0,20,1,0,0,16.4,0,0,0,37.5,"2,625",30,14,0,7,1,8
261,2754,1959,4,3.2,1,1,0,0,0,0,7,1,0,"10,031",0,20,1,0,0,16.4,0,0,0,37.5,"2,625",30,14,0,7,0,7
262,2754,15179,2,2.5,1,0,0,1.2,0,1,0,1,0,0.4502,1,90,0,1,0,16.4,0,"73,563",3.95,37.5,"2,625",30,14,0,6,0,6
263,27379,4789,4,3.2,0,1,0,0,0,0,9,0,0,0.3505,1,80,0,1,0,6.78,0,47.2,1.88,37.5,"2,625",25,16,0,17,0,17
264,27379,4848,4,3.2,0,1,0,0,0,0,9,0,0,0.4435,1,80,0,1,0,6.78,0,42.5,"2,825",37.5,"2,625",30,16,0,18,1,19
265,7130.75,3514,2,2.7,1,0,0,1.5,0,1,0,0,0,0.1462,1,100,0,0,1,"242,625",0,48.2,2.98,37.5,"2,625",30,16,2,8,0,10
266,17351,1534,4,3,1,0,0,3,0,0,12,0,1,0.8401,1,80,0,1,0,6.1,0,52,1.9,"33,333","2,625",30,11,0,3,0,3
267,4879,360,1,3,0,1,0,0,0,1,0,0,0,0.6911,0,20,1,0,0,"83,975",0,0,0,"33,333","2,625",30,11,0,2,0,2
268,25640.75,12004,4,2.5,0,0,0,2.1,0,0,3.5,0,0,"11,606",1,70,0,1,0,4.83,0,64.5,"3,467","33,333","2,625",30,11,1,49,9,59
269,20322.75,3248,4,2.7,0,1,0,0,0,0,8,0,0,"11,271",1,70,0,1,0,"99,025",0,"45,286","3,043","33,333","2,625",30,11,0,14,1,15
270,2213.25,11512,2,2.9,1,0,0,2.5,0,1,0,1,0,0.4249,1,100,0,0,1,31.11,0,"73,364","3,627","33,333","2,625",30,8,0,0,0,0
271,36976.5,1560,4,2.9,0,1,0,0,0,0,4,0,0,0.8297,0,20,1,0,0,0,0,0,0,"33,333","2,625",30,8,1,23,1,25
272,1552,277,1,3.5,0,0,0,2.5,0,0,1.5,0,0,0.48,0,20,1,0,0,41.8,0,0,0,37.5,"2,625",30,10,0,3,0,3
273,1552,2001,3,3.2,1,0,0,1.8,0,0,2.9,0,0,0.6646,1,80,0,1,0,41.8,1,71.5,3.65,37.5,"2,625",30,10,0,0,0,0
274,15992,1866,2,2.9,0,1,0,0,0,1,0,0,0,0.5525,1,60,0,1,0,"6,045",1,52,3,37.5,"2,625",30,10,0,15,2,17
275,24120,4637,4,3,0,1,0,0,0,0,3,0,0,0.9188,1,70,0,1,0,"6,945",0,"75,167","4,167",37.5,"2,625",30,10,0,28,7,35
276,24120,3402,4,3,0,1,0,0,0,0,3,0,0,0.7155,1,80,0,1,0,"6,945",0,"71,333","4,833",37.5,"2,625",30,10,0,18,3,21
277,12339.5,5516,2,2.5,1,0,0,1.5,1,1,0,1,0,0.6185,1,80,0,1,0,"65,575",0,75.6,5.94,37.5,"2,625",30,10,0,2,0,2
278,12339.5,1086,1,3.4,0,1,0,0,0,1,0,0,0,0.9071,0,20,1,0,0,"65,575",0,0,0,37.5,"2,625",30,10,0,3,0,3
279,9544.75,1958,8,3.2,0,1,0,0,0,0,10.8,0,0,0.2527,1,110,0,0,1,18.47,1,43,"1,867",37.5,"2,625",30,10,0,4,0,4
280,142742,1567,8,3.4,0,1,0,0,0,0,6.7,0,1,0.3258,1,110,0,0,1,0,1,47,1.55,37.5,"2,625",30,10,1,10,0,11
281,9544.75,2098,8,3,0,1,0,0,0,0,11,0,0,0.2525,1,110,0,0,1,18.47,1,48.5,2.05,37.5,"2,625",30,10,0,12,1,13
282,142742,1001,8,3.4,0,1,0,0,0,0,6.7,0,1,0.3586,1,110,0,0,1,0,1,41,2.1,37.5,"2,625",30,10,0,9,0,9
283,15181,1949,4,3.2,0,1,0,0,0,0,14,0,1,0.0874,1,100,0,0,1,5.13,1,48,1.65,37.5,"2,625",30,10,0,10,1,11
284,18595,864,8,3.2,0,1,0,0,0,0,8,0,0,0.3892,1,110,0,0,1,"71,525",0,23,1.9,37.5,"2,625",30,10,0,5,0,5
285,13797.5,842,4,3.5,0,1,0,0,0,0,1.5,0,0,0.2571,1,100,0,0,1,"43,325",1,55,2.2,37.5,"2,625",30,10,0,9,1,10
286,134040.5,1699,8,3.5,1,1,0,0,0,0,10.2,0,0,0.2531,1,110,0,0,1,"75,125",1,52,1.6,37.5,"2,625",30,11,0,10,2,12
287,2352.5,731,2,3.8,1,0,0,2.5,0,0,6.5,0,1,"22,683",1,60,0,1,0,15.7,0,58,2.2,37.5,"2,625",30,11,0,1,0,1
288,34848.75,995,4,2.6,0,1,0,0,0,1,2.3,0,0,0.5802,0,20,1,0,0,0,0,0,0,37.5,"2,625",30,11,0,8,2,10
289,34657.75,163,1,3,0,1,0,0,0,0,2.3,0,0,0.219,0,20,1,0,0,5.39,0,0,0,37.5,"2,625",30,11,0,2,0,2
290,29056,772,1,3,0,1,0,0,0,0,2.5,0,0,0.1034,0,20,1,0,0,"385,475",0,0,0,37.5,"2,625",30,11,0,2,0,2
291,2124,5982,2,5,1,1,0,0,0,1,0,0,0,0.442,1,100,0,0,1,"137,075",0,57,"4,467",37.5,"2,625",30,11,0,1,0,1
292,5742.75,669,2,3,1,0,0,2.1,0,1,0,0,0,0.1191,1,100,0,0,1,25,1,62,4.4,37.5,"2,625",30,11,0,3,0,3
293,5742.75,7249,2,2.5,1,0,0,2.1,0,1,0,0,0,0.1724,1,100,0,0,1,25,1,"59,143","4,257",37.5,"2,625",30,11,0,5,1,6
294,9544.75,2699,8,3.4,0,1,0,0,0,0,10.1,0,0,0.428,1,110,0,0,1,18.47,1,"41,667","1,733",37.5,"2,625",30,11,0,8,0,8
295,15181,1815,4,3.5,0,1,0,0,0,0,9.5,0,1,0.0764,1,100,0,0,1,5.13,1,55,3.35,37.5,"2,625",30,11,0,14,3,17
296,71831,573,4,3.5,0,1,0,0,0,0,0,0,0,0.0877,1,100,0,0,1,8.42,1,22,1.4,37.5,"2,625",30,11,0,1,0,1
297,71831,702,4,3.5,0,1,0,0,0,0,6.5,0,0,0.083,1,100,0,0,1,8.42,1,54,1.8,37.5,"2,625",30,11,0,1,1,2
298,4732.25,620,1,3,0,1,0,0,0,0,9.7,0,0,"14,299",0,20,1,0,0,"7,775",0,0,0,37.5,"2,625",30,11,0,1,0,1
299,5650,455,1,3.7,0,1,0,0,0,1,14,0,0,0.168,0,20,1,0,0,"60,475",0,0,0,37.5,"2,625",30,11,0,2,0,2
300,14012.5,1760,8,3.2,0,1,0,0,0,1,0,0,0,0.2516,1,110,0,0,1,"7,705",1,44.5,2,37.5,"2,625",30,11,1,4,4,9
301,14012.5,1894,8,4,0,0,0,2.8,0,0,5.5,0,0,0.2498,1,110,0,0,1,"7,705",1,49,2.5,37.5,"2,625",30,11,1,12,1,14
302,134040.5,510,1,4,0,0,0,2.8,0,0,5.5,0,0,0.2915,0,20,1,0,0,"75,125",0,0,0,37.5,"2,625",30,11,0,1,1,2
303,18595,938,8,3.2,0,1,0,0,0,0,3.8,0,0,0.3563,1,110,0,0,1,"71,525",0,30,1.2,37.5,"2,625",30,11,0,6,0,6
304,12437.25,741,8,3.8,0,1,0,0,0,0,5,0,0,0.391,1,110,0,0,1,"125,375",0,32.5,1.65,37.5,"2,625",30,11,0,3,0,3
305,9544.75,856,1,3.8,0,1,0,0,0,0,7.2,0,0,0.1528,0,20,1,0,0,18.47,0,0,0,37.5,"2,625",30,11,0,5,0,5
306,9544.75,723,1,3,0,0,0,3.5,0,1,0,0,0,0.1498,0,20,1,0,0,18.47,0,0,0,37.5,"2,625",30,14,0,2,0,2
307,9544.75,395,8,3.5,0,1,0,0,0,0,10.2,0,0,0.061,1,110,0,0,1,18.47,0,60,2.2,37.5,"2,625",30,14,0,3,0,3
308,4732.25,657,1,3.2,0,0,0,2.4,0,0,6.5,0,0,"29,132",0,20,1,0,0,"7,775",0,0,0,"33,333","2,625",40,14,0,0,1,1
309,1136.25,3402,2,3.6,1,1,0,0,0,1,14,0,0,0.6195,1,100,0,0,1,7.58,0,64,3.85,"33,333","2,625",30,13,0,2,0,2
310,32086.75,1887,4,3,0,0,0,3,0,1,0,0,1,"10,854",1,70,0,1,0,5.82,0,58,3.95,37.5,"2,625",30,9,0,13,1,14
311,13797.5,1127,4,3,0,0,0,0,0,0,8,0,0,0.3232,1,100,0,0,1,"43,325",1,61,2.1,37.5,"2,625",30,9,0,4,1,5
312,13797.5,497,4,3.5,0,1,0,0,0,0,15,0,0,"11,525",1,100,0,0,1,"43,325",1,61,2.1,37.5,"2,625",30,9,0,0,0,0
313,4249.25,9206,2,3.4,1,1,0,0,0,0,15,0,1,0.6709,1,90,0,1,0,"273,975",0,"63,125",4.4,37.5,"2,625",30,9,0,1,0,1
314,7699.75,2635,4,2.8,1,1,0,0,1,1,0,0,0,0.4945,1,100,0,0,1,"9,505",0,"30,333","3,367",25,"2,625",30,9,2,2,0,4
315,14734,1490,3,3,0,0,0,2.1,0,1,0,0,0,0.9464,1,70,0,1,0,11.19,1,48,2.9,25,"2,625",30,9,0,6,2,8
316,68054,107,1,3.4,0,0,0,2.1,0,1,0,0,0,0.4066,0,20,1,0,0,0,0,0,0,37.5,"2,625",30,12,0,0,0,0
317,34657.75,133,1,4,0,1,0,0,0,1,0,0,0,"1,511",0,20,1,0,0,5.39,0,0,0,37.5,"2,625",30,12,0,5,3,8
318,34657.75,367,4,5,0,1,0,0,1,0,1.8,0,0,"12,845",1,60,0,1,0,5.39,0,148,6.3,37.5,"2,625",30,12,0,3,0,3
319,118124,5413,4,3.4,0,1,0,0,1,0,2,0,0,"2,545",1,60,0,1,0,8.44,0,87,4.8,37.5,"2,625",30,12,0,12,2,14
320,3953.25,5504,2,3.2,1,1,0,0,1,1,14,1,0,0.2744,1,100,0,0,1,"277,925",0,68.5,"3,817",37.5,"2,625",30,12,0,3,1,4
321,14012.5,1488,8,3.4,0,1,0,0,0,0,8,0,0,0.3287,1,110,0,0,1,"7,705",1,55,1.9,37.5,"2,625",30,12,0,9,1,10
322,9544.75,403,1,3.2,0,0,1,3.5,0,1,0,0,0,0.43,0,20,1,0,0,18.47,0,0,0,37.5,"2,625",30,12,0,1,0,1
323,14012.5,510,8,3.5,0,1,0,0,0,0,10,0,0,0.2896,1,110,0,0,1,"7,705",1,55,1.8,"33,333","2,625",30,12,0,2,0,2
324,22878.5,457,1,3.6,0,1,0,0,0,0,6.2,0,0,0.053,0,20,1,0,0,"3,045",0,0,0,"33,333","2,625",30,12,0,0,0,0
325,18550.75,2402,5,3.2,0,0,0,2.1,0,1,0,0,0,0.9387,1,60,0,1,0,3.91,0,98.5,3.3,37.5,"2,625",30,10,0,16,4,20
326,3323.25,1454,3,3.4,0,1,0,0,1,0,4,0,0,"30,115",1,60,0,1,0,7.65,0,76.5,1.1,37.5,"2,625",30,11,0,13,5,18
327,118124,965,1,3,0,1,0,0,1,1,0,0,0,0.0867,0,20,1,0,0,8.44,0,0,0,37.5,"2,625",30,11,0,12,2,14
328,30808.5,815,4,3.5,0,0,0,2.1,0,0,3,0,0,"19,062",1,60,0,1,0,6.4,0,88.5,3,37.5,"2,625",30,11,1,11,2,14
329,70451.75,1236,6,3.2,0,0,0,2.1,0,0,4.5,0,0,0.4796,0,20,1,0,0,5.5,0,0,0,37.5,"2,625",30,11,0,11,3,14
330,54812,2200,4,3.4,0,0,0,2.1,0,0,16,0,0,0.4424,1,80,0,1,0,5.27,0,50,4.15,37.5,"2,625",30,11,0,17,4,21
331,9352,4940,2,3.5,1,0,1,2.5,0,0,38,0,0,0.4877,1,80,0,1,0,"121,475",1,61.2,4.56,37.5,"2,625",30,11,0,11,2,13
332,57704,9578,6,3.4,0,0,0,2.1,0,0,0.5,0,0,0.8374,1,70,0,1,0,"5,265",1,66.6,3.72,37.5,"2,625",30,13,1,151,29,181
333,33154.25,6059,5,3.4,0,0,0,2.6,0,0,0.5,0,0,0.5771,1,70,0,1,0,"66,275",0,69,"3,575",37.5,"2,625",30,13,0,40,6,46
334,54812,763,4,3,0,1,0,0,0,0,20,0,0,0.6201,1,80,0,1,0,5.27,0,68,4,37.5,"2,625",30,13,0,2,0,2
335,10299.25,3043,2,3.5,0,0,0,2.1,0,0,10,0,0,0.2494,1,100,0,0,1,"131,675",1,"27,667","1,767",37.5,"2,625",30,13,0,5,0,5
336,1148,15766,2,3.4,1,0,0,2.1,0,1,0,0,0,0.5326,1,90,0,1,0,25.07,0,"80,813",3.75,37.5,"2,625",30,13,0,2,1,3
337,16082.75,2412,5,3.2,0,0,0,2.1,0,1,0,0,0,"13,152",1,60,0,1,0,"3,755",0,78,2.8,0,"2,625",30,12,1,20,9,30
338,38323,344,5,3.4,0,1,0,0,1,0,1.8,0,0,0.774,1,60,0,1,0,4.93,0,82,3.4,0,"2,625",30,12,0,7,4,11
339,20058.5,874,4,2.8,0,1,0,0,0,1,0,0,0,0.6284,1,60,0,1,0,"131,675",0,108,3.4,0,"2,625",30,12,0,27,4,31
340,10706.5,6795,2,3.5,1,1,0,0,1,0,3.5,0,0,1.1,1,80,0,1,0,"6,955",0,"70,143","5,457",0,"2,625",30,12,0,7,0,7
341,10268,3631,3,3.5,0,1,0,0,0,0,6,0,0,0.418,1,70,0,1,0,"139,675",0,69.75,"2,725",37.5,"2,625",30,12,0,3,0,3
342,5298,4241,2,3,0,0,0,2.5,1,1,4,0,1,0.2564,1,100,0,0,1,18.8,1,72.25,5.6,37.5,"2,625",30,12,0,1,0,1
343,12437.25,414,1,3,0,0,0,2.1,0,1,0,0,0,0.1695,0,20,1,0,0,"125,375",0,0,0,50,"2,625",30,12,0,1,1,2
344,134040.5,3043,8,3.8,0,1,0,0,0,0,12,0,0,0.3217,1,110,0,0,1,"75,125",1,"41,333","2,033",50,"2,625",30,12,0,5,1,6
345,134040.5,3389,8,3.5,0,1,0,0,0,0,12,0,0,0.327,1,110,0,0,1,"75,125",1,54,"1,967",50,"2,625",30,12,1,5,2,8
346,9544.75,288,1,3.5,0,1,0,0,0,0,12,0,0,0.162,0,20,1,0,0,18.47,0,0,0,50,"2,625",30,12,0,0,2,2
347,39293.75,965,1,3.5,0,1,0,0,1,1,0,1,0,0.2637,0,20,1,0,0,4,0,0,0,40,"2,625",30,12,0,6,1,7
348,39293.75,1162,6,3.5,0,1,0,0,0,0,5,0,1,0.2782,1,100,0,0,1,4,1,33,3.8,40,"2,625",30,12,0,5,2,7
349,2544,2359,2,3.5,1,1,0,0,0,0,5,0,0,0.764,1,80,0,1,0,"46,545",0,77,"4,833",40,"2,625",30,12,0,2,0,2
350,54182.5,1306,4,3.6,0,1,0,0,0,0,6.5,0,0,0.0525,1,100,0,0,1,"386,175",1,43,3.25,25,"2,625",30,5,0,2,0,2
351,20058.5,909,4,3.2,0,0,0,1.5,0,1,0,0,0,0.6827,1,60,0,1,0,"131,675",0,98,"3,067",25,"2,625",30,5,0,15,2,17
352,22878.5,454,1,3.4,0,1,0,0,1,0,1.6,0,0,0.0595,0,20,1,0,0,"3,045",0,0,0,40,"2,625",30,13,0,0,0,0
353,57704,1643,6,3.5,0,0,0,2.1,0,0,12,0,0,0.9636,1,60,0,1,0,"5,265",1,100,4.1,40,"2,625",30,13,0,16,9,25
354,9544.75,513,1,3,0,1,0,0,1,0,6.5,0,0,0.086,0,20,1,0,0,18.47,0,0,0,40,"2,625",30,11,0,3,0,3
355,34657.75,102,1,3,0,0,1,2.5,0,0,30,0,0,0.667,0,20,1,0,0,5.39,0,0,0,"33,333","2,625",30,8,0,1,0,1
356,34657.75,113,1,4.5,0,1,0,0,1,1,6,1,0,0.7643,0,20,1,0,0,5.39,0,0,0,"33,333","2,625",30,8,0,6,3,9
357,57704,939,6,5,0,1,0,0,1,0,1.8,0,0,0.7659,1,60,0,1,0,"5,265",1,57,4.9,"33,333","2,625",30,8,0,19,4,23
358,68054,171,1,3,0,1,0,0,1,0,5.2,0,0,"12,573",0,20,1,0,0,0,0,0,0,"33,333","2,625",30,13,0,0,0,0
